state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
ME,88,area_code_427,yes,no,49,189.2601283,103,19.52644071,278.7847051,62,15.51240644,287.6480033,132,39.7143495,19.32568156,2,7.64235069,8,no
AR,87,area_code_915,yes,no,26,107.8451591,79,16.61484394,263.628859,68,40.0267357,111.1540685,93,5.098284253,3.873623425,19,4.772051897,7,yes
OH,59,area_code_549,yes,no,49,175.6068218,147,25.87934378,220.7938908,56,32.38572169,236.5327446,117,44.99358821,1.347091651,2,6.322125935,8,no
WI,72,area_code_553,no,no,34,232.8715899,107,10.99779161,63.08321433,58,48.69071202,180.2038965,97,17.15009202,17.51031168,15,7.038704368,5,no
KY,54,area_code_728,yes,no,20,289.5295022,117,46.74855799,245.7121545,132,21.81225468,117.1392852,106,35.0571535,4.710193332,3,5.370996468,0,yes
UT,67,area_code_320,yes,no,24,105.1115011,116,44.04659441,261.3777027,103,35.66572756,244.1517099,124,41.28598764,1.807096566,5,5.018684352,3,no
NV,51,area_code_253,no,yes,27,271.545443,120,36.84292636,249.7705364,135,7.859107509,188.05557,71,12.38664833,4.041826615,11,6.628425734,5,no
NJ,97,area_code_764,no,no,46,283.5760285,67,9.779622241,177.1197588,131,22.83113061,215.2434552,53,24.91292666,8.298183314,7,5.796008215,5,no
NH,92,area_code_111,no,yes,14,279.1051361,56,39.91447645,108.2254597,110,48.37179475,130.7252671,130,27.22261733,5.16604833,6,6.617451901,7,yes
VA,8,area_code_232,no,yes,3,208.8535892,89,41.35807976,261.3324939,136,29.25413935,170.318488,121,19.04537594,6.799818953,14,6.322120353,0,no
CO,34,area_code_403,no,no,28,207.4551636,119,39.5494078,231.7907024,51,17.95457765,204.3385627,95,26.67901234,19.53058698,1,7.332367325,1,yes
OH,35,area_code_392,yes,yes,8,150.8026583,135,10.12846492,295.1902936,99,10.41219334,151.2277036,108,19.28955459,14.38370534,17,6.606633333,1,yes
SD,96,area_code_399,no,no,26,238.0994706,114,33.97585807,88.92314944,124,36.65877531,99.59313496,83,21.23364853,14.53164284,17,5.437553621,5,no
OR,88,area_code_839,yes,no,25,182.8235046,117,42.54461581,106.4161458,80,34.01852195,290.4101231,60,35.11990304,2.79902212,14,6.977069707,6,no
MS,78,area_code_882,yes,yes,18,219.3595178,98,30.98090305,102.9495375,82,21.82724211,177.866885,80,33.46669707,14.90986903,10,4.770078669,1,yes
NH,32,area_code_142,no,yes,27,157.114476,101,34.08833189,248.1349419,127,47.79236083,233.4800926,60,15.45195766,15.04754233,8,2.795876647,4,no
WI,46,area_code_442,no,no,16,232.874116,78,25.62635657,96.72682411,129,5.999126584,152.7617984,105,45.38672982,13.53515535,8,0.513473091,5,no
VA,16,area_code_425,no,no,42,256.1178794,70,28.79182939,66.66495746,60,18.66757332,138.782941,87,43.82548456,5.340289624,14,5.819659398,3,yes
NM,68,area_code_913,yes,yes,40,86.60906415,139,6.546958626,299.6402016,82,46.44812688,151.7910746,70,27.9087488,9.037687403,7,6.111224653,0,no
OH,37,area_code_597,no,yes,41,258.2324289,127,33.75333599,56.20430286,56,19.44209472,152.2991609,143,24.49628342,17.07925264,6,9.734465165,2,no
NC,54,area_code_463,no,yes,49,185.0741329,58,8.66512458,258.811015,80,16.35137752,186.045029,59,21.95851923,13.73383096,4,3.934044174,9,yes
MA,85,area_code_990,no,yes,19,261.1664773,96,24.57565675,141.3417104,97,29.03991845,185.8674675,75,36.82705634,14.92260786,1,4.244265807,8,no
NY,14,area_code_526,no,no,44,157.8254266,125,18.1694794,260.4038649,96,42.07107875,174.288454,140,35.22497257,12.1601136,15,2.417096023,5,yes
MN,95,area_code_120,no,no,39,144.7601213,91,29.54425776,188.6551228,127,9.64160424,83.69644623,57,13.82812731,9.542145383,15,1.170075805,1,yes
NC,55,area_code_506,yes,no,38,278.7651831,100,11.0037351,275.4078074,141,47.43593193,174.0188696,57,35.21561141,15.42198819,1,7.841642682,8,no
AZ,48,area_code_718,yes,no,48,112.7923169,105,36.12395309,281.5482466,102,40.77827965,92.27597511,109,16.35940373,2.290590473,3,2.871970111,3,yes
LA,82,area_code_435,yes,yes,22,261.0530813,100,40.77551916,52.27454532,129,13.1562615,81.53394657,121,5.835125144,13.79005392,5,6.28459618,7,no
MO,7,area_code_914,no,yes,46,171.0051431,119,12.35095024,68.853044,68,37.04035825,283.1614293,83,36.46439049,19.94688565,5,7.033843838,9,no
TN,74,area_code_216,no,no,31,178.5238606,69,9.694088931,112.5896824,130,22.32314252,201.2375033,65,34.01571211,15.82364666,4,4.976748529,6,yes
NM,7,area_code_223,no,no,46,127.1170704,137,11.54819673,217.3288541,139,23.10326051,214.8725145,62,23.48641681,6.52070672,17,8.825345074,2,yes
AZ,33,area_code_498,yes,no,32,193.2605502,76,44.47074029,272.0680491,55,40.24805416,150.4484176,136,28.65587252,6.278570399,14,4.716050989,7,yes
SC,23,area_code_892,no,no,45,131.3027991,87,28.76851678,164.9854878,98,48.32531636,277.245223,125,47.62261363,13.6771536,8,3.206631919,3,yes
VA,85,area_code_903,no,no,4,59.81735356,121,26.02674482,201.7432791,122,10.69951428,209.4826224,140,31.78400814,18.02123088,2,9.012147468,1,yes
MS,19,area_code_814,no,no,42,117.9996513,114,9.80203186,97.1249632,99,23.92836066,242.2924674,71,34.60477709,11.98104508,8,8.6848607,4,yes
WY,19,area_code_150,yes,no,47,51.59476085,103,34.2300203,251.2417085,130,26.64237236,142.1406173,145,7.876009443,11.02064346,1,2.058379497,0,no
NY,36,area_code_882,no,no,33,294.5886968,73,44.05998164,291.8320278,144,21.93403176,290.0029702,76,12.46975073,4.047298543,4,0.746629674,7,no
WA,29,area_code_423,yes,no,39,291.4368025,96,42.26836412,117.1497332,61,21.34351057,255.1153225,113,18.54285244,14.59368215,19,1.354862785,7,yes
MI,60,area_code_888,no,yes,10,148.7888244,120,33.1724619,173.7064879,72,7.35209004,263.4871158,51,29.27206931,14.34367377,5,3.222200286,2,no
MN,82,area_code_240,yes,no,49,232.0927136,132,8.387542249,71.52902763,103,35.84923793,93.04856686,146,39.94659032,19.37207645,5,9.736468117,0,yes
AK,2,area_code_569,yes,yes,2,136.4515246,135,10.05786622,189.7841641,118,24.62964877,117.740802,75,19.4558395,6.703651502,19,5.805903455,3,yes
NE,1,area_code_886,yes,yes,32,217.7732893,112,7.21890442,175.6958605,149,13.76572112,121.4066499,141,21.03720937,15.37246405,12,4.045986454,8,no
TN,47,area_code_901,no,no,10,251.3575108,106,16.58656474,86.10912104,108,41.7215076,117.7273058,132,16.52678983,9.247239963,1,8.942802899,8,no
AK,69,area_code_433,no,no,15,286.6890612,104,11.10476602,160.5165533,85,41.11523367,263.8520405,118,16.45741982,11.61098304,7,4.804795149,0,yes
MT,20,area_code_992,yes,yes,17,150.053069,109,16.70216181,133.526163,52,26.88762326,57.9711988,146,47.69887307,16.51262326,17,3.49476697,6,yes
KY,11,area_code_472,yes,yes,29,245.8244957,148,22.32761251,180.4577188,107,18.43027975,69.02499725,133,33.59557308,5.217905855,2,9.441585523,5,yes
SC,2,area_code_663,no,no,47,116.4821127,111,47.43422528,196.4135839,137,33.71417266,118.4787177,79,12.01555596,7.514506051,11,8.570417829,6,no
NC,67,area_code_593,no,yes,9,297.5830759,79,32.46692269,52.12389465,104,17.96684611,99.96824366,57,37.50118601,15.69286473,7,8.514849566,6,yes
FL,87,area_code_638,yes,no,17,56.44239969,142,42.57382036,240.2514957,106,15.62035686,107.9649035,87,37.49095145,11.83870039,17,5.366705059,7,yes
TX,12,area_code_768,no,no,37,200.8822016,71,36.96581753,228.253573,66,37.87315943,249.4857973,110,34.99115882,2.756035421,3,7.999664789,7,no
WV,20,area_code_850,no,no,18,214.8764954,124,10.06264087,141.5715966,88,6.814635787,190.7816485,130,11.06242003,9.173531469,6,2.203856913,9,no
RI,5,area_code_255,no,yes,35,222.0113893,133,38.11641829,63.23398389,139,9.264581197,51.44266532,114,23.35961676,12.14603295,11,5.945618097,1,no
NH,37,area_code_390,no,yes,12,80.0968947,78,17.37944967,238.7331349,117,5.305467831,157.3306914,116,9.804034872,18.28082901,18,9.846536267,3,yes
TN,38,area_code_747,yes,no,45,284.6324459,90,33.75985311,288.7937901,104,11.88244339,151.9712317,95,41.74792268,4.581272949,18,3.26410509,3,yes
MT,94,area_code_243,no,yes,2,95.29581976,91,20.34328881,110.037899,94,8.104550392,78.48631736,139,34.48274644,16.3131064,10,8.046347128,9,no
OH,9,area_code_205,no,yes,9,205.6883508,147,49.89525185,130.8811534,125,49.81110655,219.0354472,144,27.82417715,3.481865178,5,5.159544868,7,yes
WY,98,area_code_519,yes,yes,37,105.6690198,114,16.85981658,95.95322237,50,17.99644865,225.5242971,121,20.43569644,5.602477541,15,0.878153991,2,yes
MO,53,area_code_769,yes,yes,0,126.8041043,80,17.56087118,194.2340308,70,11.71706057,230.2233048,92,13.29122635,5.623533786,4,7.748684279,2,no
MS,44,area_code_757,no,yes,26,186.6146354,79,46.8802515,88.71034866,132,15.84483161,232.1177364,108,9.790141497,17.67210472,1,2.101406872,1,no
IL,99,area_code_101,no,yes,45,154.2983546,67,6.108998209,139.0484859,70,47.12565072,50.01320673,95,48.61582734,4.781336148,15,6.498998888,0,yes
CT,86,area_code_688,no,yes,7,90.05640024,66,36.35100445,224.2532535,101,28.40721004,288.480201,121,13.98418889,15.95225381,17,1.313809843,7,no
OK,24,area_code_743,no,no,45,92.73410061,87,37.63968758,190.0289958,131,21.41681433,253.5521918,84,7.694358202,9.774324146,19,9.495240276,8,no
VT,81,area_code_189,yes,yes,41,154.536197,63,42.63703598,146.6156411,92,44.30261561,275.9954241,88,48.27500475,19.98272459,14,3.271376928,8,yes
MD,74,area_code_444,yes,yes,16,239.3207446,136,48.84976898,155.0624005,101,22.77456217,53.91082383,141,29.70282836,16.94273847,19,2.651414571,7,yes
AL,30,area_code_449,yes,yes,8,274.4911617,138,48.90208636,190.5277207,116,20.07538565,283.4646989,100,40.84955307,15.05435955,18,1.726795839,4,yes
DE,59,area_code_558,no,yes,5,71.03191556,128,7.93745409,51.46618197,93,14.32771351,252.4471322,53,6.969463124,17.54379983,2,9.487020837,0,yes
VA,87,area_code_362,no,yes,42,148.2759769,105,41.98276952,69.62746711,81,22.00085708,259.3047857,129,30.51256359,13.04657746,6,7.263085553,8,yes
KS,96,area_code_450,no,yes,24,75.06139093,71,34.08394701,270.3145169,59,19.25079602,73.32184618,126,22.91944839,17.02939287,13,7.545778443,5,yes
IN,81,area_code_207,no,yes,38,54.14812016,116,34.13039605,69.46974727,113,35.47867817,234.6945072,133,39.73839955,5.9614101,17,5.244343333,6,no
ID,81,area_code_685,yes,yes,48,215.4296707,105,10.7757467,226.7008991,128,18.03122171,289.9791724,100,6.729154054,2.856361011,6,5.00991396,7,no
MN,14,area_code_138,yes,no,27,200.6123605,68,34.25842249,280.009541,118,30.97398859,219.6368354,54,23.07607559,12.70270813,5,1.545201808,4,no
IA,9,area_code_258,no,yes,32,90.75477845,106,49.21171613,117.6709011,117,7.965147426,192.6403512,104,40.95830388,9.259117461,7,5.818490408,5,yes
NV,40,area_code_682,yes,yes,36,108.4532083,93,46.03183563,142.6228593,77,13.60801205,286.4074194,69,28.52137691,9.102375111,1,2.845706704,6,yes
ND,66,area_code_411,no,yes,8,55.92693841,147,24.76087974,192.2303515,102,23.33323722,160.7342804,73,29.75174334,11.0082092,13,9.782880662,6,yes
AK,25,area_code_340,no,yes,17,258.7368014,84,6.797658798,270.4272424,100,47.16271643,199.8233916,85,9.372410688,7.86626962,19,8.06751893,1,yes
NY,73,area_code_544,yes,no,20,293.672649,50,21.30320705,285.4763968,102,21.97633936,169.0845734,83,10.95487503,12.8951311,1,4.423424572,0,yes
MN,22,area_code_397,no,no,1,83.8648842,101,42.18756402,234.890812,53,34.88333545,283.2115553,103,35.46498224,1.58079898,13,1.937741958,7,no
MI,4,area_code_135,no,no,42,107.8688034,134,36.56745957,71.65494021,128,16.47892501,69.02118169,83,35.377098,19.4279355,11,7.960651066,4,yes
MO,26,area_code_183,yes,no,37,267.102381,142,25.6704645,217.2885389,66,10.71651092,175.2799252,132,49.05965274,18.56947085,7,1.659510787,9,no
MI,58,area_code_551,no,no,39,281.6159495,119,7.479569082,152.5759305,116,7.634147004,221.7381103,66,37.03788446,18.77013309,3,2.298670658,1,yes
MI,29,area_code_985,no,no,35,154.9068457,86,24.21026275,167.6752499,123,18.74360743,247.9766346,54,27.19595732,7.935066416,1,2.509444919,2,no
WI,98,area_code_874,yes,no,49,62.65561807,114,26.10612229,62.28709759,96,12.09474621,195.7546619,138,43.57975206,11.1059282,8,5.790461064,5,no
TN,87,area_code_921,no,no,42,59.84795842,100,46.78499898,97.76553484,105,12.83047016,277.229436,67,9.701284362,19.12848146,17,7.977038213,9,no
CO,37,area_code_484,yes,no,36,193.4874665,50,33.84887466,247.6284019,72,39.23416888,285.4978617,104,25.21831194,18.14457507,13,3.485991348,5,no
IA,75,area_code_271,no,no,14,148.2237772,140,19.02438125,163.4897083,67,5.712713193,66.0798058,102,17.91990999,16.01464504,14,1.304363236,7,no
TX,70,area_code_475,yes,no,27,57.16310689,70,28.6393219,125.4155604,50,30.10145566,150.5926349,99,9.708701312,8.739300207,5,4.913115403,4,no
OR,18,area_code_784,yes,no,17,195.8130981,102,7.972488852,146.0047685,84,22.07576213,55.86475543,121,39.35759381,11.72244524,6,7.607047291,4,no
NC,85,area_code_461,yes,no,33,52.82563415,65,48.7655706,263.5998783,113,27.79475,132.3541643,140,27.98564137,16.06533701,6,2.605806509,6,yes
DE,42,area_code_658,no,no,21,246.8429895,110,21.20269559,237.2497544,107,30.32736067,184.2170545,128,30.0545924,6.187227915,8,2.589283206,9,yes
UT,41,area_code_990,yes,no,10,126.6082057,103,26.50403097,118.0788493,144,19.10154625,277.6987326,94,23.50648346,12.902538,13,9.49865676,4,no
UT,38,area_code_240,yes,no,12,60.06450075,89,20.98777884,79.37546005,108,18.27989871,261.6385806,62,25.71517542,16.73075217,18,9.564460408,8,yes
CA,34,area_code_986,yes,yes,3,197.0880552,75,35.71302786,112.9995554,50,38.00308322,81.87493167,65,10.22078242,14.44164104,4,9.909424455,5,yes
RI,17,area_code_217,yes,no,21,149.4211036,129,34.80044712,280.1891128,52,44.20746447,73.25759369,135,35.28130209,10.11013199,17,8.172766215,6,no
AR,37,area_code_376,yes,yes,6,293.4501033,141,37.18950397,195.3972095,116,13.66617346,197.3168347,133,24.46013118,12.10755883,5,2.287749607,7,yes
CO,25,area_code_825,no,no,42,186.0496656,114,17.06644533,183.3700522,86,9.392844224,183.0294931,62,41.75454079,19.78483532,3,2.513824448,4,no
VT,76,area_code_319,no,no,23,118.8097953,149,19.20508165,199.0983999,132,45.40081129,116.5944104,69,13.83292401,12.4377681,4,3.732139794,3,yes
NY,87,area_code_125,no,yes,3,227.3597162,123,10.6363054,141.5070664,78,20.74529586,274.8632711,115,14.2274792,15.92673733,5,3.522259048,7,no
NJ,86,area_code_620,no,no,27,117.8730006,113,34.49794873,251.7767551,138,29.80928258,281.8416024,148,34.05918072,14.80549052,14,9.587013616,9,yes
WA,85,area_code_882,no,yes,14,276.0608229,92,6.79087073,180.8215623,82,21.1794415,150.6528596,96,43.07015405,14.3283217,15,7.996202837,8,no
OH,27,area_code_109,no,yes,0,143.6804926,66,31.8957051,79.18697569,149,10.66110514,272.5756393,68,26.24890274,14.61101205,17,7.378083526,0,yes
SC,57,area_code_477,no,yes,2,187.4671407,108,44.13631482,82.26628121,110,31.51992402,145.9872236,94,37.71292409,9.633785274,6,2.266650629,2,yes
KS,31,area_code_732,yes,no,13,62.64327596,72,45.08744667,184.2147866,142,28.63133833,234.204208,86,49.96984647,10.00904332,10,9.140492814,3,yes
IL,6,area_code_736,no,no,37,156.5303095,56,25.20669922,284.1425545,139,14.13471016,168.9855544,103,49.56195379,9.88939201,16,8.364768605,6,no
WY,91,area_code_781,yes,no,49,258.0908849,93,25.66866597,127.0880304,53,25.33410701,80.64578913,55,38.49515793,1.631837537,17,2.054597493,5,no
TN,40,area_code_683,yes,yes,0,251.4122013,102,8.463613235,267.3852922,63,40.86263768,281.9835503,63,38.28139204,5.580241276,14,8.776118154,9,yes
NJ,98,area_code_251,no,yes,37,106.0796397,120,35.18442614,241.0238966,140,31.56917464,163.5241483,53,16.14284992,3.936716126,12,3.086351596,9,yes
ME,12,area_code_819,yes,no,37,106.5197678,128,41.95667392,111.9531107,82,9.361279718,233.6217601,135,42.50928342,17.84245522,9,1.268262585,0,no
KY,53,area_code_148,yes,no,20,254.3263281,83,16.00947746,59.08518708,71,29.66096738,141.7934536,104,23.22959572,6.224417963,15,6.739811912,3,yes
ME,71,area_code_253,yes,no,47,282.599605,95,23.95853967,75.46181629,97,36.62322347,54.72021964,149,48.28972594,3.630410055,12,6.711144264,5,yes
NV,10,area_code_958,yes,no,28,73.84023032,117,42.74777015,232.1234835,52,40.67165326,75.13258967,83,8.664245992,3.275571706,14,1.401854091,2,no
MT,45,area_code_392,no,no,4,162.5146599,127,44.47042104,99.91743451,136,33.31029104,174.0548699,76,24.6128166,14.29980686,18,3.529092185,1,no
OR,17,area_code_679,no,yes,48,134.3635697,127,15.94309911,142.8177301,134,11.8696174,222.4910893,56,30.01282195,1.115582907,6,9.931737391,1,yes
MT,26,area_code_149,no,yes,9,267.6721139,65,29.77567855,175.4247915,72,36.957797,133.6838316,52,23.23202932,9.954783633,4,6.945053337,9,no
MN,85,area_code_763,no,yes,27,70.88122867,120,13.66219178,231.3670421,117,35.48038307,223.8721148,96,14.47606357,3.258551006,12,7.435714083,3,yes
FL,92,area_code_630,no,no,20,102.7814856,145,9.584544386,78.30780581,70,6.099209732,224.6588974,146,31.684482,17.14360418,13,2.522714213,0,yes
ID,62,area_code_711,no,yes,49,238.1170844,68,46.00042256,151.5916013,92,23.52864504,225.9839768,51,39.01630616,19.21055677,19,1.248429675,9,no
AL,46,area_code_159,no,yes,6,62.82346225,51,41.92283769,171.2682273,144,19.98276111,173.1304635,129,34.01773682,19.21633771,13,3.130566053,1,yes
AL,64,area_code_266,no,yes,2,173.1338452,59,39.20157058,185.206766,134,35.12354289,278.7215375,74,15.5501982,9.39731807,12,2.864534659,9,no
WA,2,area_code_301,no,yes,44,160.5267587,99,7.194484347,254.5901603,75,14.72611155,172.2991295,109,37.9223575,13.24578166,3,2.728168957,1,no
ND,54,area_code_956,no,yes,46,133.6002947,130,42.96779567,92.91954876,90,31.58923653,162.5662984,128,16.56040127,12.39437859,3,2.331166058,3,yes
NY,65,area_code_245,yes,no,19,148.6430788,61,24.71198342,251.957863,148,46.09426828,99.84520475,73,12.88410633,7.650739126,14,5.960179061,3,no
WV,51,area_code_775,no,yes,18,182.4851467,119,20.40778055,223.2196069,87,40.90110675,126.9137718,64,36.08006069,9.437225337,18,3.61698302,0,yes
MO,53,area_code_538,yes,no,34,90.3418396,71,29.59143625,188.9677035,137,46.46559813,60.58362313,144,42.92542608,2.222150247,19,8.293277643,6,no
SC,36,area_code_341,yes,no,3,192.9989696,81,9.110895923,224.8819676,60,49.03276851,208.3838234,63,26.66927515,16.11828162,10,2.24750047,6,yes
VT,26,area_code_680,yes,no,4,251.3580823,133,39.04909472,153.0044347,78,5.480155715,112.133936,103,28.91263069,5.575266731,17,4.913957173,9,no
AL,29,area_code_786,yes,no,0,240.0402324,50,31.20957846,84.59939649,109,33.02335744,126.0388136,127,18.62364067,9.750019292,15,0.629749446,9,yes
KS,21,area_code_660,no,no,3,88.47497617,103,13.39655436,216.4413101,116,23.5777729,242.7036304,55,27.25781068,10.13179394,19,5.075982063,9,yes
RI,11,area_code_582,yes,yes,11,87.31236744,107,13.47044899,181.1680767,114,43.69345207,131.8052958,127,10.93923491,11.65352304,9,1.030463098,0,no
CA,40,area_code_207,no,yes,26,117.0435919,119,13.29118932,209.8437001,110,16.33166159,110.548973,130,48.01238734,16.53965612,4,9.788373363,7,yes
MI,11,area_code_325,no,no,41,140.2686816,132,7.56510744,134.4996953,68,49.14632701,92.26443728,67,41.01622941,14.14573988,15,8.010625222,9,yes
NH,36,area_code_772,yes,no,22,152.1138954,67,31.45093022,276.7166443,95,32.61685863,243.7146005,69,35.05878774,13.59819793,19,5.156059028,6,yes
AZ,59,area_code_730,no,no,24,219.9243042,55,42.81566799,196.8424671,98,40.7091831,82.4265645,111,29.21874673,11.00816442,16,1.322579903,6,yes
ID,39,area_code_760,yes,yes,20,64.17010804,94,5.787419629,71.35062107,71,8.851979877,163.4384401,130,40.64761113,2.823159344,8,6.128231688,5,yes
MT,99,area_code_761,yes,no,23,58.66817606,146,7.205209024,162.4509977,127,13.25560481,176.732529,129,27.26407578,8.638160961,17,7.708255632,3,yes
KS,54,area_code_531,no,yes,24,147.9776407,72,30.77466245,239.0890137,106,39.12816529,221.8474782,89,18.49882587,19.18902017,1,2.311813904,7,no
OR,98,area_code_904,no,no,44,224.290923,72,41.87730584,248.5336404,63,5.989393492,208.3208706,88,12.21684058,19.91541343,7,5.897979237,1,no
MI,55,area_code_754,yes,yes,45,98.35883574,75,19.70325008,173.6492632,93,41.75950937,252.6801682,101,34.1413515,14.87946478,18,8.235003535,6,no
NH,24,area_code_518,no,no,31,210.3761203,126,20.73264795,273.6868927,65,5.627705841,61.18785848,81,46.82415853,5.322784298,12,7.798353888,2,no
IN,22,area_code_554,no,yes,31,114.9570345,56,31.83559239,116.9171093,146,34.57034776,124.1101812,122,11.91283491,2.935922274,16,8.12842417,2,yes
NV,69,area_code_259,no,no,4,271.5215272,128,17.33958001,152.6496743,126,21.42922641,120.0335297,76,13.10081203,8.880522822,1,8.853572536,6,yes
CA,56,area_code_622,yes,yes,35,273.9224861,93,6.197376473,274.6492276,61,32.51726837,86.5042264,101,24.5122715,17.27486614,15,9.407979971,2,no
WA,33,area_code_749,yes,yes,45,124.3218011,76,38.08528331,274.0641791,104,36.32141331,122.2945635,146,41.31047066,14.71542056,7,4.352450974,4,yes
WI,36,area_code_689,no,yes,41,107.4984385,75,33.15424608,221.4281922,100,20.41138486,127.4413285,112,18.2265228,17.79395251,17,5.903306474,7,no
NJ,20,area_code_176,no,yes,48,152.825993,146,31.13401996,264.7451368,88,9.858310165,180.4711155,123,16.42608161,12.69974998,3,8.011265497,3,yes
VA,83,area_code_608,no,yes,41,110.1328963,128,38.3757858,72.19331674,82,8.134064049,215.9261197,112,32.89848312,3.476238927,11,7.122828232,6,yes
CA,99,area_code_540,no,yes,38,218.0959608,85,35.38538769,266.2487441,82,31.50212102,145.2751284,66,29.10266518,3.181123373,6,9.957442169,6,no
ID,81,area_code_353,no,yes,15,256.5161711,104,14.26468947,130.1549766,78,28.42949092,229.8675578,98,7.7099164,1.91204375,6,0.629937685,1,yes
KS,62,area_code_869,yes,no,32,218.2730327,113,20.86164711,94.58287811,118,38.39904541,134.0413346,149,8.667048979,11.77451944,15,3.873765546,7,no
MT,98,area_code_419,no,no,48,256.0876118,140,10.67495638,109.8424591,119,27.93809795,122.5709193,130,33.93558411,5.614838496,7,3.1697653,9,no
MT,73,area_code_902,yes,no,20,149.2480406,106,10.8435656,154.492127,80,24.01006055,185.297014,131,25.93056196,14.95328919,11,2.992000577,9,no
WV,26,area_code_362,no,no,8,89.07924268,118,35.42880859,112.7980012,129,22.91392302,55.92909008,72,48.69397362,14.03874878,17,2.614032934,8,yes
MA,66,area_code_696,yes,no,5,234.4877368,110,43.63700481,130.1418965,80,6.190110617,69.94728091,147,35.53391348,7.044104106,18,7.236676488,5,yes
RI,73,area_code_757,no,yes,44,140.1186263,51,48.32296627,83.74462152,138,20.10007408,154.4923859,121,5.45331479,4.359231663,19,1.305214996,4,no
OK,73,area_code_934,yes,yes,34,217.8177063,104,33.27562029,124.0441914,95,48.92090709,285.7281778,62,26.64584509,2.945606646,8,7.545283922,0,yes
NC,40,area_code_653,no,yes,38,117.6609855,146,13.28455955,193.0709536,146,44.31000093,230.377945,72,23.65015708,15.0089902,8,7.087545499,0,no
NJ,17,area_code_473,yes,yes,21,70.3074087,129,9.754265545,160.463427,126,19.82201302,72.03164238,106,9.8021237,9.558378913,11,2.882639259,8,no
OR,1,area_code_736,yes,yes,40,298.1454489,136,41.57829372,136.6796903,101,31.45079323,261.5795032,111,46.54439761,7.147068369,3,2.90192094,3,yes
MN,89,area_code_266,yes,no,4,89.05037698,87,31.04404144,236.6130322,59,43.12835355,233.0751927,103,41.22550846,17.2764073,14,6.474175561,0,no
GA,61,area_code_852,yes,no,41,297.1052485,129,32.82282595,273.3774928,137,24.85734515,202.7366314,69,15.35386588,12.27865111,9,7.740625502,9,yes
CA,43,area_code_558,yes,no,22,294.3199831,127,40.16579399,239.1973057,123,5.808103869,255.0732402,135,16.51913415,10.84204439,1,8.826613324,2,yes
OK,42,area_code_379,yes,no,16,248.454526,78,36.64747525,133.0001755,90,8.352970782,151.0274619,101,6.440812399,15.12420413,1,8.595325857,5,yes
ND,25,area_code_799,no,yes,11,214.8557405,75,42.55062138,236.110542,144,27.96767246,105.3752627,72,18.35228532,16.49607966,12,9.666388445,7,no
NM,39,area_code_401,yes,yes,22,194.4517626,84,7.529625746,87.99504562,126,48.62477191,178.0058473,84,31.3079904,14.03538995,11,6.023156506,9,no
GA,35,area_code_630,no,yes,15,266.5253863,128,38.63842865,82.57949702,52,36.1944294,187.2104389,116,23.93795248,9.360120053,1,9.132227833,1,yes
ME,3,area_code_679,no,no,2,122.3598804,116,43.28837408,136.4067593,108,8.191228615,184.581593,83,48.61649587,8.206677061,12,8.180876096,7,yes
NY,44,area_code_317,no,yes,29,166.9203031,136,17.87607691,251.9255923,101,13.52123941,191.2684479,82,7.523607617,15.66163383,17,8.999342431,0,no
AL,51,area_code_201,no,no,21,204.8474923,78,33.82012733,111.5870618,83,39.70954144,287.1762296,95,31.61435715,10.84023605,15,0.610452712,1,yes
CA,94,area_code_653,no,yes,8,152.797619,83,19.13729287,65.81335222,98,42.8647892,275.5614058,130,43.62392482,14.38333549,2,9.676078423,7,yes
VT,98,area_code_387,yes,yes,28,156.8716135,146,48.10869799,82.9273838,77,32.79625638,268.9292591,94,26.63334106,17.91757699,18,4.998536547,6,no
AR,12,area_code_266,yes,no,46,132.5711669,90,6.50406076,264.6862421,132,33.99904263,250.3542027,68,5.133322425,18.40192206,16,8.082738401,4,no
KS,19,area_code_720,yes,yes,36,191.0579542,90,31.09067797,208.4458212,136,6.275185267,285.8570268,143,15.92606749,6.276597146,4,1.708439134,9,no
MS,44,area_code_135,no,yes,22,262.643632,72,12.49265962,113.3002908,145,42.28386168,74.62366042,136,19.56960391,4.569909055,8,4.26144041,1,yes
KS,59,area_code_843,yes,no,12,100.3820945,120,37.04990923,188.8239563,62,40.47238437,116.2808154,64,48.46975226,5.964459846,2,3.078876299,8,no
AK,49,area_code_840,yes,yes,31,283.6082597,52,12.91506275,181.8949056,146,16.65658148,173.7639864,127,46.02979768,15.27606364,14,3.27075832,4,no
WI,61,area_code_452,yes,no,45,222.2719134,107,15.59224679,213.8589946,147,36.8904524,261.6336233,115,47.71267273,8.031102685,15,1.67092839,7,no
NV,17,area_code_775,yes,yes,46,255.8183032,81,27.2466865,108.2968886,146,14.66845729,176.2914279,88,42.15913059,4.294396336,9,8.154756409,3,no
NY,74,area_code_998,yes,yes,47,189.0476732,80,46.16757275,266.1007468,118,6.814857247,237.0086848,67,20.82414804,2.869324358,2,0.587801989,8,no
NE,57,area_code_172,no,yes,22,244.8791754,131,14.52714675,127.3421405,116,14.05114442,84.73997631,119,45.76443899,7.218950588,17,3.468801841,9,no
